Date,State,Consumer_Price_Index
01-01-2011,Himachal Pradesh,104
01-01-2011,Punjab,104
01-01-2011,Chandigarh,104
01-01-2011,Uttarakhand,104
01-01-2011,Haryana,104
01-01-2011,Rajasthan,104
01-01-2011,Uttar Pradesh,104
01-01-2011,Bihar,104
01-01-2011,Sikkim,104
01-01-2011,Arunachal Pradesh,104
01-01-2011,Nagaland,104
01-01-2011,Manipur,104
01-01-2011,Mizoram,104
01-01-2011,Tripura,104
01-01-2011,Meghalaya,104
01-01-2011,Assam,104
01-01-2011,West Bengal,104
01-01-2011,Jharkhand,104
01-01-2011,Odisha,104
01-01-2011,Chhattisgarh,104
01-01-2011,Madhya Pradesh,104
01-01-2011,Gujarat,104
01-01-2011,Maharashtra,104
01-01-2011,Andhra Pradesh,104
01-01-2011,Karnataka,104
01-01-2011,Goa,104
01-01-2011,Kerala,104
01-01-2011,Tamil Nadu,104
02-01-2011,Himachal Pradesh,104
02-01-2011,Punjab,104
02-01-2011,Chandigarh,104
02-01-2011,Uttarakhand,104
02-01-2011,Haryana,104
02-01-2011,Rajasthan,104
02-01-2011,Uttar Pradesh,104
02-01-2011,Bihar,104
02-01-2011,Sikkim,104
02-01-2011,Arunachal Pradesh,104
02-01-2011,Nagaland,104
02-01-2011,Manipur,104
02-01-2011,Mizoram,104
02-01-2011,Tripura,104
02-01-2011,Meghalaya,104
02-01-2011,Assam,104
02-01-2011,West Bengal,104
02-01-2011,Jharkhand,104
02-01-2011,Odisha,104
02-01-2011,Chhattisgarh,104
02-01-2011,Madhya Pradesh,104
02-01-2011,Gujarat,104
02-01-2011,Maharashtra,104
02-01-2011,Andhra Pradesh,104
02-01-2011,Karnataka,104
02-01-2011,Goa,104
02-01-2011,Kerala,104
02-01-2011,Tamil Nadu,104
03-01-2011,Himachal Pradesh,104
03-01-2011,Punjab,104
03-01-2011,Chandigarh,104
03-01-2011,Uttarakhand,104
03-01-2011,Haryana,104
03-01-2011,Rajasthan,104
03-01-2011,Uttar Pradesh,104
03-01-2011,Bihar,104
03-01-2011,Sikkim,104
03-01-2011,Arunachal Pradesh,104
03-01-2011,Nagaland,104
03-01-2011,Manipur,104
03-01-2011,Mizoram,104
03-01-2011,Tripura,104
03-01-2011,Meghalaya,104
03-01-2011,Assam,104
03-01-2011,West Bengal,104
03-01-2011,Jharkhand,104
03-01-2011,Odisha,104
03-01-2011,Chhattisgarh,104
03-01-2011,Madhya Pradesh,104
03-01-2011,Gujarat,104
03-01-2011,Maharashtra,104
03-01-2011,Andhra Pradesh,104
03-01-2011,Karnataka,104
03-01-2011,Goa,104
03-01-2011,Kerala,104
03-01-2011,Tamil Nadu,104
04-01-2011,Himachal Pradesh,104
04-01-2011,Punjab,104
04-01-2011,Chandigarh,104
04-01-2011,Uttarakhand,104
04-01-2011,Haryana,104
04-01-2011,Rajasthan,104
04-01-2011,Uttar Pradesh,104
04-01-2011,Bihar,104
04-01-2011,Sikkim,104
04-01-2011,Arunachal Pradesh,104
04-01-2011,Nagaland,104
04-01-2011,Manipur,104
04-01-2011,Mizoram,104
04-01-2011,Tripura,104
04-01-2011,Meghalaya,104
04-01-2011,Assam,104
04-01-2011,West Bengal,104
04-01-2011,Jharkhand,104
04-01-2011,Odisha,104
04-01-2011,Chhattisgarh,104
04-01-2011,Madhya Pradesh,104
04-01-2011,Gujarat,104
04-01-2011,Maharashtra,104
04-01-2011,Andhra Pradesh,104
04-01-2011,Karnataka,104
04-01-2011,Goa,104
04-01-2011,Kerala,104
04-01-2011,Tamil Nadu,104
05-01-2011,Himachal Pradesh,104
05-01-2011,Punjab,104
05-01-2011,Chandigarh,104
05-01-2011,Uttarakhand,104
05-01-2011,Haryana,104
05-01-2011,Rajasthan,104
05-01-2011,Uttar Pradesh,104
05-01-2011,Bihar,104
05-01-2011,Sikkim,104
05-01-2011,Arunachal Pradesh,104
05-01-2011,Nagaland,104
05-01-2011,Manipur,104
05-01-2011,Mizoram,104
05-01-2011,Tripura,104
05-01-2011,Meghalaya,104
05-01-2011,Assam,104
05-01-2011,West Bengal,104
05-01-2011,Jharkhand,104
05-01-2011,Odisha,104
05-01-2011,Chhattisgarh,104
05-01-2011,Madhya Pradesh,104
05-01-2011,Gujarat,104
05-01-2011,Maharashtra,104
05-01-2011,Andhra Pradesh,104
05-01-2011,Karnataka,104
05-01-2011,Goa,104
05-01-2011,Kerala,104
05-01-2011,Tamil Nadu,104
06-01-2011,Himachal Pradesh,104
06-01-2011,Punjab,104
06-01-2011,Chandigarh,104
06-01-2011,Uttarakhand,104
06-01-2011,Haryana,104
06-01-2011,Rajasthan,104
06-01-2011,Uttar Pradesh,104
06-01-2011,Bihar,104
06-01-2011,Sikkim,104
06-01-2011,Arunachal Pradesh,104
06-01-2011,Nagaland,104
06-01-2011,Manipur,104
06-01-2011,Mizoram,104
06-01-2011,Tripura,104
06-01-2011,Meghalaya,104
06-01-2011,Assam,104
06-01-2011,West Bengal,104
06-01-2011,Jharkhand,104
06-01-2011,Odisha,104
06-01-2011,Chhattisgarh,104
06-01-2011,Madhya Pradesh,104
06-01-2011,Gujarat,104
06-01-2011,Maharashtra,104
06-01-2011,Andhra Pradesh,104
06-01-2011,Karnataka,104
06-01-2011,Goa,104
06-01-2011,Kerala,104
06-01-2011,Tamil Nadu,104
07-01-2011,Himachal Pradesh,104
07-01-2011,Punjab,104
07-01-2011,Chandigarh,104
07-01-2011,Uttarakhand,104
07-01-2011,Haryana,104
07-01-2011,Rajasthan,104
07-01-2011,Uttar Pradesh,104
07-01-2011,Bihar,104
07-01-2011,Sikkim,104
07-01-2011,Arunachal Pradesh,104
07-01-2011,Nagaland,104
07-01-2011,Manipur,104
07-01-2011,Mizoram,104
07-01-2011,Tripura,104
07-01-2011,Meghalaya,104
07-01-2011,Assam,104
07-01-2011,West Bengal,104
07-01-2011,Jharkhand,104
07-01-2011,Odisha,104
07-01-2011,Chhattisgarh,104
07-01-2011,Madhya Pradesh,104
07-01-2011,Gujarat,104
07-01-2011,Maharashtra,104
07-01-2011,Andhra Pradesh,104
07-01-2011,Karnataka,104
07-01-2011,Goa,104
07-01-2011,Kerala,104
07-01-2011,Tamil Nadu,104
08-01-2011,Himachal Pradesh,104
08-01-2011,Punjab,104
08-01-2011,Chandigarh,104
08-01-2011,Uttarakhand,104
08-01-2011,Haryana,104
08-01-2011,Rajasthan,104
08-01-2011,Uttar Pradesh,104
08-01-2011,Bihar,104
08-01-2011,Sikkim,104
08-01-2011,Arunachal Pradesh,104
08-01-2011,Nagaland,104
08-01-2011,Manipur,104
08-01-2011,Mizoram,104
08-01-2011,Tripura,104
08-01-2011,Meghalaya,104
08-01-2011,Assam,104
08-01-2011,West Bengal,104
08-01-2011,Jharkhand,104
08-01-2011,Odisha,104
08-01-2011,Chhattisgarh,104
08-01-2011,Madhya Pradesh,104
08-01-2011,Gujarat,104
08-01-2011,Maharashtra,104
08-01-2011,Andhra Pradesh,104
08-01-2011,Karnataka,104
08-01-2011,Goa,104
08-01-2011,Kerala,104
08-01-2011,Tamil Nadu,104
09-01-2011,Himachal Pradesh,104
09-01-2011,Punjab,104
09-01-2011,Chandigarh,104
09-01-2011,Uttarakhand,104
09-01-2011,Haryana,104
09-01-2011,Rajasthan,104
09-01-2011,Uttar Pradesh,104
09-01-2011,Bihar,104
09-01-2011,Sikkim,104
09-01-2011,Arunachal Pradesh,104
09-01-2011,Nagaland,104
09-01-2011,Manipur,104
09-01-2011,Mizoram,104
09-01-2011,Tripura,104
09-01-2011,Meghalaya,104
09-01-2011,Assam,104
09-01-2011,West Bengal,104
09-01-2011,Jharkhand,104
09-01-2011,Odisha,104
09-01-2011,Chhattisgarh,104
09-01-2011,Madhya Pradesh,104
09-01-2011,Gujarat,104
09-01-2011,Maharashtra,104
09-01-2011,Andhra Pradesh,104
09-01-2011,Karnataka,104
09-01-2011,Goa,104
09-01-2011,Kerala,104
09-01-2011,Tamil Nadu,104
10-01-2011,Himachal Pradesh,104
10-01-2011,Punjab,104
10-01-2011,Chandigarh,104
10-01-2011,Uttarakhand,104
10-01-2011,Haryana,104
10-01-2011,Rajasthan,104
10-01-2011,Uttar Pradesh,104
10-01-2011,Bihar,104
10-01-2011,Sikkim,104
10-01-2011,Arunachal Pradesh,104
10-01-2011,Nagaland,104
10-01-2011,Manipur,104
10-01-2011,Mizoram,104
10-01-2011,Tripura,104
10-01-2011,Meghalaya,104
10-01-2011,Assam,104
10-01-2011,West Bengal,104
10-01-2011,Jharkhand,104
10-01-2011,Odisha,104
10-01-2011,Chhattisgarh,104
10-01-2011,Madhya Pradesh,104
10-01-2011,Gujarat,104
10-01-2011,Maharashtra,104
10-01-2011,Andhra Pradesh,104
10-01-2011,Karnataka,104
10-01-2011,Goa,104
10-01-2011,Kerala,104
10-01-2011,Tamil Nadu,104
11-01-2011,Himachal Pradesh,104
11-01-2011,Punjab,104
11-01-2011,Chandigarh,104
11-01-2011,Uttarakhand,104
11-01-2011,Haryana,104
11-01-2011,Rajasthan,104
11-01-2011,Uttar Pradesh,104
11-01-2011,Bihar,104
11-01-2011,Sikkim,104
11-01-2011,Arunachal Pradesh,104
11-01-2011,Nagaland,104
11-01-2011,Manipur,104
11-01-2011,Mizoram,104
11-01-2011,Tripura,104
11-01-2011,Meghalaya,104
11-01-2011,Assam,104
11-01-2011,West Bengal,104
11-01-2011,Jharkhand,104
11-01-2011,Odisha,104
11-01-2011,Chhattisgarh,104
11-01-2011,Madhya Pradesh,104
11-01-2011,Gujarat,104
11-01-2011,Maharashtra,104
11-01-2011,Andhra Pradesh,104
11-01-2011,Karnataka,104
11-01-2011,Goa,104
11-01-2011,Kerala,104
11-01-2011,Tamil Nadu,104
12-01-2011,Himachal Pradesh,104
12-01-2011,Punjab,104
12-01-2011,Chandigarh,104
12-01-2011,Uttarakhand,104
12-01-2011,Haryana,104
12-01-2011,Rajasthan,104
12-01-2011,Uttar Pradesh,104
12-01-2011,Bihar,104
12-01-2011,Sikkim,104
12-01-2011,Arunachal Pradesh,104
12-01-2011,Nagaland,104
12-01-2011,Manipur,104
12-01-2011,Mizoram,104
12-01-2011,Tripura,104
12-01-2011,Meghalaya,104
12-01-2011,Assam,104
12-01-2011,West Bengal,104
12-01-2011,Jharkhand,104
12-01-2011,Odisha,104
12-01-2011,Chhattisgarh,104
12-01-2011,Madhya Pradesh,104
12-01-2011,Gujarat,104
12-01-2011,Maharashtra,104
12-01-2011,Andhra Pradesh,104
12-01-2011,Karnataka,104
12-01-2011,Goa,104
12-01-2011,Kerala,104
12-01-2011,Tamil Nadu,104
13-01-2011,Himachal Pradesh,104
13-01-2011,Punjab,104
13-01-2011,Chandigarh,104
13-01-2011,Uttarakhand,104
13-01-2011,Haryana,104
13-01-2011,Rajasthan,104
13-01-2011,Uttar Pradesh,104
13-01-2011,Bihar,104
13-01-2011,Sikkim,104
13-01-2011,Arunachal Pradesh,104
13-01-2011,Nagaland,104
13-01-2011,Manipur,104
13-01-2011,Mizoram,104
13-01-2011,Tripura,104
13-01-2011,Meghalaya,104
13-01-2011,Assam,104
13-01-2011,West Bengal,104
13-01-2011,Jharkhand,104
13-01-2011,Odisha,104
13-01-2011,Chhattisgarh,104
13-01-2011,Madhya Pradesh,104
13-01-2011,Gujarat,104
13-01-2011,Maharashtra,104
13-01-2011,Andhra Pradesh,104
13-01-2011,Karnataka,104
13-01-2011,Goa,104
13-01-2011,Kerala,104
13-01-2011,Tamil Nadu,104
14-01-2011,Himachal Pradesh,104
14-01-2011,Punjab,104
14-01-2011,Chandigarh,104
14-01-2011,Uttarakhand,104
14-01-2011,Haryana,104
14-01-2011,Rajasthan,104
14-01-2011,Uttar Pradesh,104
14-01-2011,Bihar,104
14-01-2011,Sikkim,104
14-01-2011,Arunachal Pradesh,104
14-01-2011,Nagaland,104
14-01-2011,Manipur,104
14-01-2011,Mizoram,104
14-01-2011,Tripura,104
14-01-2011,Meghalaya,104
14-01-2011,Assam,104
14-01-2011,West Bengal,104
14-01-2011,Jharkhand,104
14-01-2011,Odisha,104
14-01-2011,Chhattisgarh,104
14-01-2011,Madhya Pradesh,104
14-01-2011,Gujarat,104
14-01-2011,Maharashtra,104
14-01-2011,Andhra Pradesh,104
14-01-2011,Karnataka,104
14-01-2011,Goa,104
14-01-2011,Kerala,104
14-01-2011,Tamil Nadu,104
15-01-2011,Himachal Pradesh,104
15-01-2011,Punjab,104
15-01-2011,Chandigarh,104
15-01-2011,Uttarakhand,103
15-01-2011,Haryana,104
15-01-2011,Rajasthan,104
15-01-2011,Uttar Pradesh,104
15-01-2011,Bihar,104
15-01-2011,Sikkim,103
15-01-2011,Arunachal Pradesh,103
15-01-2011,Nagaland,103
15-01-2011,Manipur,104
15-01-2011,Mizoram,104
15-01-2011,Tripura,105
15-01-2011,Meghalaya,104
15-01-2011,Assam,104
15-01-2011,West Bengal,104
15-01-2011,Jharkhand,105
15-01-2011,Odisha,105
15-01-2011,Chhattisgarh,105
15-01-2011,Madhya Pradesh,104
15-01-2011,Gujarat,104
15-01-2011,Maharashtra,104
15-01-2011,Andhra Pradesh,104
15-01-2011,Karnataka,104
15-01-2011,Goa,103
15-01-2011,Kerala,107
15-01-2011,Tamil Nadu,105
16-01-2011,Himachal Pradesh,104
16-01-2011,Punjab,104
16-01-2011,Chandigarh,104
16-01-2011,Uttarakhand,103
16-01-2011,Haryana,104
16-01-2011,Rajasthan,104
16-01-2011,Uttar Pradesh,104
16-01-2011,Bihar,104
16-01-2011,Sikkim,103
16-01-2011,Arunachal Pradesh,103
16-01-2011,Nagaland,103
16-01-2011,Manipur,104
16-01-2011,Mizoram,104
16-01-2011,Tripura,105
16-01-2011,Meghalaya,104
16-01-2011,Assam,104
16-01-2011,West Bengal,104
16-01-2011,Jharkhand,105
16-01-2011,Odisha,105
16-01-2011,Chhattisgarh,105
16-01-2011,Madhya Pradesh,104
16-01-2011,Gujarat,104
16-01-2011,Maharashtra,104
16-01-2011,Andhra Pradesh,104
16-01-2011,Karnataka,104
16-01-2011,Goa,103
16-01-2011,Kerala,107
16-01-2011,Tamil Nadu,105
17-01-2011,Himachal Pradesh,104
17-01-2011,Punjab,104
17-01-2011,Chandigarh,104
17-01-2011,Uttarakhand,103
17-01-2011,Haryana,104
17-01-2011,Rajasthan,104
17-01-2011,Uttar Pradesh,104
17-01-2011,Bihar,104
17-01-2011,Sikkim,103
17-01-2011,Arunachal Pradesh,103
17-01-2011,Nagaland,103
17-01-2011,Manipur,104
17-01-2011,Mizoram,104
17-01-2011,Tripura,105
17-01-2011,Meghalaya,104
17-01-2011,Assam,104
17-01-2011,West Bengal,104
17-01-2011,Jharkhand,105
17-01-2011,Odisha,105
17-01-2011,Chhattisgarh,105
17-01-2011,Madhya Pradesh,104
17-01-2011,Gujarat,104
17-01-2011,Maharashtra,104
17-01-2011,Andhra Pradesh,104
17-01-2011,Karnataka,104
17-01-2011,Goa,103
17-01-2011,Kerala,107
17-01-2011,Tamil Nadu,105
18-01-2011,Himachal Pradesh,104
18-01-2011,Punjab,104
18-01-2011,Chandigarh,104
18-01-2011,Uttarakhand,103
18-01-2011,Haryana,104
18-01-2011,Rajasthan,104
18-01-2011,Uttar Pradesh,104
18-01-2011,Bihar,104
18-01-2011,Sikkim,103
18-01-2011,Arunachal Pradesh,103
18-01-2011,Nagaland,103
18-01-2011,Manipur,104
18-01-2011,Mizoram,104
18-01-2011,Tripura,105
18-01-2011,Meghalaya,104
18-01-2011,Assam,104
18-01-2011,West Bengal,104
18-01-2011,Jharkhand,105
18-01-2011,Odisha,105
18-01-2011,Chhattisgarh,105
18-01-2011,Madhya Pradesh,104
18-01-2011,Gujarat,104
18-01-2011,Maharashtra,104
18-01-2011,Andhra Pradesh,104
18-01-2011,Karnataka,104
18-01-2011,Goa,103
18-01-2011,Kerala,107
18-01-2011,Tamil Nadu,105
19-01-2011,Himachal Pradesh,104
19-01-2011,Punjab,104
19-01-2011,Chandigarh,104
19-01-2011,Uttarakhand,103
19-01-2011,Haryana,104
19-01-2011,Rajasthan,104
19-01-2011,Uttar Pradesh,104
19-01-2011,Bihar,104
19-01-2011,Sikkim,103
19-01-2011,Arunachal Pradesh,103
19-01-2011,Nagaland,103
19-01-2011,Manipur,104
19-01-2011,Mizoram,104
19-01-2011,Tripura,105
19-01-2011,Meghalaya,104
19-01-2011,Assam,104
19-01-2011,West Bengal,104
19-01-2011,Jharkhand,105
19-01-2011,Odisha,105
19-01-2011,Chhattisgarh,105
19-01-2011,Madhya Pradesh,104
19-01-2011,Gujarat,104
19-01-2011,Maharashtra,104
19-01-2011,Andhra Pradesh,104
19-01-2011,Karnataka,104
19-01-2011,Goa,103
19-01-2011,Kerala,107
19-01-2011,Tamil Nadu,105
20-01-2011,Himachal Pradesh,104
20-01-2011,Punjab,104
20-01-2011,Chandigarh,104
20-01-2011,Uttarakhand,103
20-01-2011,Haryana,104
20-01-2011,Rajasthan,104
20-01-2011,Uttar Pradesh,104
20-01-2011,Bihar,104
20-01-2011,Sikkim,103
20-01-2011,Arunachal Pradesh,103
20-01-2011,Nagaland,103
20-01-2011,Manipur,104
20-01-2011,Mizoram,104
20-01-2011,Tripura,105
20-01-2011,Meghalaya,104
20-01-2011,Assam,104
20-01-2011,West Bengal,104
20-01-2011,Jharkhand,105
20-01-2011,Odisha,105
20-01-2011,Chhattisgarh,105
20-01-2011,Madhya Pradesh,104
20-01-2011,Gujarat,104
20-01-2011,Maharashtra,104
20-01-2011,Andhra Pradesh,104
20-01-2011,Karnataka,104
20-01-2011,Goa,103
20-01-2011,Kerala,107
20-01-2011,Tamil Nadu,105
21-01-2011,Himachal Pradesh,104
21-01-2011,Punjab,104
21-01-2011,Chandigarh,104
21-01-2011,Uttarakhand,103
21-01-2011,Haryana,104
21-01-2011,Rajasthan,104
21-01-2011,Uttar Pradesh,104
21-01-2011,Bihar,104
21-01-2011,Sikkim,103
21-01-2011,Arunachal Pradesh,103
21-01-2011,Nagaland,103
21-01-2011,Manipur,104
21-01-2011,Mizoram,104
21-01-2011,Tripura,105
21-01-2011,Meghalaya,104
21-01-2011,Assam,104
21-01-2011,West Bengal,104
21-01-2011,Jharkhand,105
21-01-2011,Odisha,105
21-01-2011,Chhattisgarh,105
21-01-2011,Madhya Pradesh,104
21-01-2011,Gujarat,104
21-01-2011,Maharashtra,104
21-01-2011,Andhra Pradesh,104
21-01-2011,Karnataka,104
21-01-2011,Goa,103
21-01-2011,Kerala,107
21-01-2011,Tamil Nadu,105
22-01-2011,Himachal Pradesh,104
22-01-2011,Punjab,104
22-01-2011,Chandigarh,104
22-01-2011,Uttarakhand,103
22-01-2011,Haryana,104
22-01-2011,Rajasthan,104
22-01-2011,Uttar Pradesh,104
22-01-2011,Bihar,104
22-01-2011,Sikkim,103
22-01-2011,Arunachal Pradesh,103
22-01-2011,Nagaland,103
22-01-2011,Manipur,104
22-01-2011,Mizoram,104
22-01-2011,Tripura,105
22-01-2011,Meghalaya,104
22-01-2011,Assam,104
22-01-2011,West Bengal,104
22-01-2011,Jharkhand,105
22-01-2011,Odisha,105
22-01-2011,Chhattisgarh,105
22-01-2011,Madhya Pradesh,104
22-01-2011,Gujarat,104
22-01-2011,Maharashtra,104
22-01-2011,Andhra Pradesh,104
22-01-2011,Karnataka,104
22-01-2011,Goa,103
22-01-2011,Kerala,107
22-01-2011,Tamil Nadu,105
23-01-2011,Himachal Pradesh,104
23-01-2011,Punjab,104
23-01-2011,Chandigarh,104
23-01-2011,Uttarakhand,103
23-01-2011,Haryana,104
23-01-2011,Rajasthan,104
23-01-2011,Uttar Pradesh,104
23-01-2011,Bihar,104
23-01-2011,Sikkim,103
23-01-2011,Arunachal Pradesh,103
23-01-2011,Nagaland,103
23-01-2011,Manipur,104
23-01-2011,Mizoram,104
23-01-2011,Tripura,105
23-01-2011,Meghalaya,104
23-01-2011,Assam,104
23-01-2011,West Bengal,104
23-01-2011,Jharkhand,105
23-01-2011,Odisha,105
23-01-2011,Chhattisgarh,105
23-01-2011,Madhya Pradesh,104
23-01-2011,Gujarat,104
23-01-2011,Maharashtra,104
23-01-2011,Andhra Pradesh,104
23-01-2011,Karnataka,104
23-01-2011,Goa,103
23-01-2011,Kerala,107
23-01-2011,Tamil Nadu,105
24-01-2011,Himachal Pradesh,104
24-01-2011,Punjab,104
24-01-2011,Chandigarh,104
24-01-2011,Uttarakhand,103
24-01-2011,Haryana,104
24-01-2011,Rajasthan,104
24-01-2011,Uttar Pradesh,104
24-01-2011,Bihar,104
24-01-2011,Sikkim,103
24-01-2011,Arunachal Pradesh,103
24-01-2011,Nagaland,103
24-01-2011,Manipur,104
24-01-2011,Mizoram,104
24-01-2011,Tripura,105
24-01-2011,Meghalaya,104
24-01-2011,Assam,104
24-01-2011,West Bengal,104
24-01-2011,Jharkhand,105
24-01-2011,Odisha,105
24-01-2011,Chhattisgarh,105
24-01-2011,Madhya Pradesh,104
24-01-2011,Gujarat,104
24-01-2011,Maharashtra,104
24-01-2011,Andhra Pradesh,104
24-01-2011,Karnataka,104
24-01-2011,Goa,103
24-01-2011,Kerala,107
24-01-2011,Tamil Nadu,105
25-01-2011,Himachal Pradesh,104
25-01-2011,Punjab,104
25-01-2011,Chandigarh,104
25-01-2011,Uttarakhand,103
25-01-2011,Haryana,104
25-01-2011,Rajasthan,104
25-01-2011,Uttar Pradesh,104
25-01-2011,Bihar,104
25-01-2011,Sikkim,103
25-01-2011,Arunachal Pradesh,103
25-01-2011,Nagaland,103
25-01-2011,Manipur,104
25-01-2011,Mizoram,104
25-01-2011,Tripura,105
25-01-2011,Meghalaya,104
25-01-2011,Assam,104
25-01-2011,West Bengal,104
25-01-2011,Jharkhand,105
25-01-2011,Odisha,105
25-01-2011,Chhattisgarh,105
25-01-2011,Madhya Pradesh,104
25-01-2011,Gujarat,104
25-01-2011,Maharashtra,104
25-01-2011,Andhra Pradesh,104
25-01-2011,Karnataka,104
25-01-2011,Goa,103
25-01-2011,Kerala,107
25-01-2011,Tamil Nadu,105
26-01-2011,Himachal Pradesh,104
26-01-2011,Punjab,104
26-01-2011,Chandigarh,104
26-01-2011,Uttarakhand,103
26-01-2011,Haryana,104
26-01-2011,Rajasthan,104
26-01-2011,Uttar Pradesh,104
26-01-2011,Bihar,104
26-01-2011,Sikkim,103
26-01-2011,Arunachal Pradesh,103
26-01-2011,Nagaland,103
26-01-2011,Manipur,104
26-01-2011,Mizoram,104
26-01-2011,Tripura,105
26-01-2011,Meghalaya,104
26-01-2011,Assam,104
26-01-2011,West Bengal,104
26-01-2011,Jharkhand,105
26-01-2011,Odisha,105
26-01-2011,Chhattisgarh,105
26-01-2011,Madhya Pradesh,104
26-01-2011,Gujarat,104
26-01-2011,Maharashtra,104
26-01-2011,Andhra Pradesh,104
26-01-2011,Karnataka,104
26-01-2011,Goa,103
26-01-2011,Kerala,107
26-01-2011,Tamil Nadu,105
27-01-2011,Himachal Pradesh,104
27-01-2011,Punjab,104
27-01-2011,Chandigarh,104
27-01-2011,Uttarakhand,103
27-01-2011,Haryana,104
27-01-2011,Rajasthan,104
27-01-2011,Uttar Pradesh,104
27-01-2011,Bihar,104
27-01-2011,Sikkim,103
27-01-2011,Arunachal Pradesh,103
27-01-2011,Nagaland,103
27-01-2011,Manipur,104
27-01-2011,Mizoram,104
27-01-2011,Tripura,105
27-01-2011,Meghalaya,104
27-01-2011,Assam,104
27-01-2011,West Bengal,104
27-01-2011,Jharkhand,105
27-01-2011,Odisha,105
27-01-2011,Chhattisgarh,105
27-01-2011,Madhya Pradesh,104
27-01-2011,Gujarat,104
27-01-2011,Maharashtra,104
27-01-2011,Andhra Pradesh,104
27-01-2011,Karnataka,104
27-01-2011,Goa,103
27-01-2011,Kerala,107
27-01-2011,Tamil Nadu,105
28-01-2011,Himachal Pradesh,104
28-01-2011,Punjab,104
28-01-2011,Chandigarh,104
28-01-2011,Uttarakhand,103
28-01-2011,Haryana,104
28-01-2011,Rajasthan,104
28-01-2011,Uttar Pradesh,104
28-01-2011,Bihar,104
28-01-2011,Sikkim,103
28-01-2011,Arunachal Pradesh,103
28-01-2011,Nagaland,103
28-01-2011,Manipur,104
28-01-2011,Mizoram,104
28-01-2011,Tripura,105
28-01-2011,Meghalaya,104
28-01-2011,Assam,104
28-01-2011,West Bengal,104
28-01-2011,Jharkhand,105
28-01-2011,Odisha,105
28-01-2011,Chhattisgarh,105
28-01-2011,Madhya Pradesh,104
28-01-2011,Gujarat,104
28-01-2011,Maharashtra,104
28-01-2011,Andhra Pradesh,104
28-01-2011,Karnataka,104
28-01-2011,Goa,103
28-01-2011,Kerala,107
28-01-2011,Tamil Nadu,105
29-01-2011,Himachal Pradesh,104
29-01-2011,Punjab,104
29-01-2011,Chandigarh,104
29-01-2011,Uttarakhand,103
29-01-2011,Haryana,104
29-01-2011,Rajasthan,104
29-01-2011,Uttar Pradesh,104
29-01-2011,Bihar,104
29-01-2011,Sikkim,103
29-01-2011,Arunachal Pradesh,103
29-01-2011,Nagaland,103
29-01-2011,Manipur,104
29-01-2011,Mizoram,104
29-01-2011,Tripura,105
29-01-2011,Meghalaya,104
29-01-2011,Assam,104
29-01-2011,West Bengal,104
29-01-2011,Jharkhand,105
29-01-2011,Odisha,105
29-01-2011,Chhattisgarh,105
29-01-2011,Madhya Pradesh,104
29-01-2011,Gujarat,104
29-01-2011,Maharashtra,104
29-01-2011,Andhra Pradesh,104
29-01-2011,Karnataka,104
29-01-2011,Goa,103
29-01-2011,Kerala,107
29-01-2011,Tamil Nadu,105
30-01-2011,Himachal Pradesh,104
30-01-2011,Punjab,104
30-01-2011,Chandigarh,104
30-01-2011,Uttarakhand,103
30-01-2011,Haryana,104
30-01-2011,Rajasthan,104
30-01-2011,Uttar Pradesh,104
30-01-2011,Bihar,104
30-01-2011,Sikkim,103
30-01-2011,Arunachal Pradesh,103
30-01-2011,Nagaland,103
30-01-2011,Manipur,104
30-01-2011,Mizoram,104
30-01-2011,Tripura,105
30-01-2011,Meghalaya,104
30-01-2011,Assam,104
30-01-2011,West Bengal,104
30-01-2011,Jharkhand,105
30-01-2011,Odisha,105
30-01-2011,Chhattisgarh,105
30-01-2011,Madhya Pradesh,104
30-01-2011,Gujarat,104
30-01-2011,Maharashtra,104
30-01-2011,Andhra Pradesh,104
30-01-2011,Karnataka,104
30-01-2011,Goa,103
30-01-2011,Kerala,107
30-01-2011,Tamil Nadu,105
31-01-2011,Himachal Pradesh,104
31-01-2011,Punjab,104
31-01-2011,Chandigarh,104
31-01-2011,Uttarakhand,103
31-01-2011,Haryana,104
31-01-2011,Rajasthan,104
31-01-2011,Uttar Pradesh,104
31-01-2011,Bihar,104
31-01-2011,Sikkim,103
31-01-2011,Arunachal Pradesh,103
31-01-2011,Nagaland,103
31-01-2011,Manipur,104
31-01-2011,Mizoram,104
31-01-2011,Tripura,105
31-01-2011,Meghalaya,104
31-01-2011,Assam,104
31-01-2011,West Bengal,104
31-01-2011,Jharkhand,105
31-01-2011,Odisha,105
31-01-2011,Chhattisgarh,105
31-01-2011,Madhya Pradesh,104
31-01-2011,Gujarat,104
31-01-2011,Maharashtra,104
31-01-2011,Andhra Pradesh,104
31-01-2011,Karnataka,104
31-01-2011,Goa,103
31-01-2011,Kerala,107
31-01-2011,Tamil Nadu,105
01-02-2011,Himachal Pradesh,104
01-02-2011,Punjab,104
01-02-2011,Chandigarh,104
01-02-2011,Uttarakhand,103
01-02-2011,Haryana,104
01-02-2011,Rajasthan,104
01-02-2011,Uttar Pradesh,104
01-02-2011,Bihar,104
01-02-2011,Sikkim,103
01-02-2011,Arunachal Pradesh,103
01-02-2011,Nagaland,103
01-02-2011,Manipur,104
01-02-2011,Mizoram,104
01-02-2011,Tripura,105
01-02-2011,Meghalaya,104
01-02-2011,Assam,104
